id,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
36029,19.0,3.0,1.0,2.0,35.0,156.08,0.13,7.5,20.77,1170.6,0.05,65.03,12,3,2,0,11.0,11.0,20.0,15.0,5.0,False
36030,11.0,2.0,1.0,1.0,36.0,152.93,0.12,8.33,18.35,1274.38,0.05,70.8,6,0,1,0,10.0,9.0,21.0,15.0,3.0,False
36031,11.0,3.0,1.0,2.0,24.0,101.95,0.16,6.86,15.63,786.47,0.03,43.69,7,0,1,0,8.0,7.0,15.0,9.0,5.0,False
36032,5.0,1.0,1.0,1.0,14.0,48.43,0.27,3.75,13.84,169.51,0.02,9.42,3,0,0,0,5.0,4.0,10.0,6.0,1.0,False
36033,19.0,2.0,1.0,2.0,104.0,480.74,0.06,16.0,32.25,7691.77,0.17,427.32,15,0,2,0,14.0,14.0,74.0,30.0,3.0,False
36034,8.0,1.0,1.0,1.0,21.0,79.95,0.3,3.33,22.33,269.85,0.03,14.99,5,0,1,0,6.0,6.0,13.0,8.0,1.0,False
36035,24.0,2.0,1.0,1.0,58.0,269.34,0.17,5.75,47.28,1689.22,0.09,93.85,17,0,6,0,9.0,16.0,33.0,25.0,3.0,False
36036,22.0,2.0,1.0,2.0,59.0,277.33,0.1,10.35,26.82,2811.77,0.09,156.77,13,2,3,0,14.0,17.0,36.0,23.0,3.0,False
36037,40.0,3.0,1.0,3.0,143.0,775.96,0.11,9.0,88.54,7841.01,0.26,435.11,29,0,6,0,9.0,28.0,87.0,56.0,5.0,False
36038,10.0,1.0,1.0,1.0,32.0,128.0,0.22,4.5,28.44,560.0,0.04,31.13,8,0,0,0,6.0,10.0,18.0,15.0,1.0,False
36039,80.0,15.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,29.0,False
36040,9.0,2.0,1.0,2.0,24.0,100.08,0.16,6.19,16.21,692.03,0.03,38.46,6,0,1,0,13.0,8.0,15.0,9.0,3.0,False
36041,10.0,2.0,1.0,2.0,33.0,137.61,0.16,6.4,22.92,955.89,0.05,53.1,7,0,1,0,8.0,10.0,19.0,12.0,3.0,False
36042,18.0,2.0,1.0,1.0,30.0,125.1,0.12,8.64,14.3,1030.13,0.04,57.23,13,0,2,0,11.0,7.0,19.0,11.0,3.0,False
36043,13.0,3.0,1.0,3.0,36.0,152.93,0.17,5.82,27.21,866.8,0.05,48.16,10,0,1,0,9.0,12.0,20.0,16.0,5.0,False
36044,23.0,3.0,1.0,3.0,62.0,310.0,0.08,12.44,28.12,3516.95,0.1,195.0,12,5,5,0,14.0,16.0,35.0,29.0,5.0,False
36045,27.0,4.0,1.0,2.0,84.0,394.84,0.07,13.5,27.07,5667.46,0.13,314.86,18,4,3,0,14.0,14.0,53.0,31.0,6.0,False
36046,132.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,55.0,True
36047,11.0,2.0,1.0,2.0,34.0,144.43,0.14,7.22,20.0,1043.09,0.05,57.95,7,0,2,0,10.0,9.0,21.0,13.0,3.0,False
36048,16.0,2.0,1.0,2.0,37.0,165.0,0.14,7.0,23.96,1123.77,0.05,62.43,12,0,2,0,10.0,10.0,23.0,14.0,3.0,False
36049,17.0,1.0,1.0,1.0,27.0,110.36,0.24,4.24,26.28,463.52,0.04,25.75,10,1,3,0,7.0,10.0,16.0,11.0,1.0,False
36050,11.0,2.0,1.0,2.0,35.0,153.73,0.15,6.75,19.65,1065.05,0.05,59.17,8,0,1,0,9.0,8.0,20.0,15.0,3.0,False
36051,142.0,13.0,7.0,5.0,359.0,2286.49,0.03,33.19,67.95,82536.23,0.76,4657.79,114,9,24,0,20.0,57.0,223.0,166.0,25.0,True
36052,46.0,9.0,1.0,3.0,128.0,685.77,0.06,18.13,33.56,9884.43,0.23,549.95,34,1,7,0,17.0,24.0,72.0,52.0,17.0,False
36053,29.0,5.0,1.0,5.0,66.0,372.92,0.06,16.0,23.31,5966.78,0.12,331.49,21,0,6,1,16.0,14.0,36.0,28.0,9.0,False
36054,11.0,2.0,1.0,2.0,25.0,97.67,0.18,5.71,17.09,558.13,0.03,31.01,9,0,0,0,10.0,7.0,17.0,8.0,3.0,False
36055,32.0,10.0,9.0,3.0,119.0,617.34,0.05,20.19,29.79,11852.91,0.21,659.51,25,0,4,0,21.0,22.0,78.0,45.0,19.0,False
36056,5.0,1.0,1.0,1.0,11.0,36.54,0.33,3.0,12.18,109.62,0.01,6.09,3,0,0,0,6.0,6.0,7.0,6.0,1.0,True
36057,112.0,38.0,30.0,5.0,412.0,2771.61,0.03,33.46,73.23,88339.99,0.92,4907.78,102,0,9,0,20.0,52.0,257.0,161.0,75.0,True
36058,188.0,38.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,75.0,True
36059,26.0,4.0,1.0,3.0,45.0,211.52,0.1,10.29,21.34,2141.99,0.07,119.0,19,1,3,0,14.0,12.0,28.0,17.0,7.0,False
36060,74.0,12.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,True
36061,15.0,2.0,1.0,2.0,35.0,158.32,0.14,6.95,22.47,1078.11,0.05,59.9,10,0,3,0,11.0,10.0,19.0,17.0,3.0,False
36062,33.0,3.0,1.0,3.0,105.0,523.19,0.09,11.23,46.6,5873.96,0.17,326.33,27,0,1,0,12.0,22.0,64.0,38.0,5.0,False
36063,71.0,10.0,1.0,2.0,203.0,1189.17,0.03,28.86,38.5,36728.37,0.4,2040.46,54,0,12,0,23.0,35.0,109.0,94.0,19.0,False
36064,5.0,1.0,1.0,1.0,17.0,60.94,0.29,3.5,17.41,213.31,0.02,11.85,3,0,0,0,6.0,7.0,9.0,7.0,1.0,False
36065,44.0,13.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,False
36066,5.0,1.0,1.0,1.0,13.0,46.6,0.33,3.0,15.53,139.81,0.02,7.75,3,0,0,0,6.0,6.0,7.0,6.0,1.0,False
36067,15.0,2.0,1.0,2.0,44.0,199.04,0.14,7.38,28.75,1493.89,0.07,82.99,10,0,2,0,12.0,13.0,26.0,16.0,3.0,False
36068,20.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
36069,63.0,13.0,9.0,2.0,202.0,1272.51,0.03,40.0,32.18,47477.11,0.42,2637.81,51,1,7,0,26.0,30.0,120.0,86.0,25.0,True
36070,324.0,24.0,1.0,24.0,1780.0,13527.84,0.02,64.48,233.07,785182.04,4.52,43621.22,287,0,66,0,16.0,128.0,995.0,748.0,47.0,False
36071,10.0,1.0,1.0,1.0,33.0,142.62,0.24,4.2,34.27,492.2,0.05,27.35,6,1,1,0,6.0,10.0,19.0,14.0,1.0,False
36072,25.0,2.0,1.0,2.0,79.0,401.91,0.1,10.5,38.28,4220.05,0.13,234.45,13,4,5,1,12.0,20.0,46.0,35.0,3.0,False
36073,36.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
36074,62.0,5.0,3.0,1.0,136.0,691.89,0.06,16.07,40.56,10922.0,0.23,608.05,37,13,10,0,13.0,21.0,86.0,50.0,9.0,True
36075,61.0,8.0,1.0,7.0,300.0,1595.93,0.04,23.18,70.9,38754.01,0.53,2153.0,49,0,9,0,13.0,34.0,183.0,122.0,15.0,True
36076,12.0,2.0,1.0,2.0,26.0,110.45,0.11,9.17,12.27,1005.14,0.04,55.84,8,0,2,0,11.0,6.0,16.0,10.0,3.0,False
36077,44.0,6.0,4.0,4.0,154.0,851.92,0.04,24.67,30.45,16005.55,0.28,889.7,34,0,8,0,20.0,24.0,85.0,59.0,11.0,True
36078,11.0,2.0,1.0,2.0,14.0,48.43,0.29,3.5,13.02,169.51,0.02,9.42,6,0,3,0,7.0,4.0,9.0,5.0,3.0,True
36079,15.0,3.0,1.0,2.0,42.0,189.99,0.14,7.31,25.91,1393.26,0.06,77.4,9,0,2,0,11.0,13.0,23.0,19.0,5.0,False
36080,32.0,5.0,3.0,2.0,100.0,508.75,0.1,10.52,48.35,5352.9,0.18,297.38,25,1,6,0,13.0,26.0,62.0,38.0,9.0,False
36081,8.0,1.0,1.0,1.0,42.0,171.3,0.16,6.22,25.77,1217.52,0.06,67.55,5,1,0,0,10.0,9.0,28.0,14.0,1.0,False
36082,19.0,3.0,1.0,3.0,47.0,209.59,0.12,8.25,26.43,1605.41,0.07,89.19,13,0,2,0,11.0,12.0,30.0,18.0,5.0,False
36083,16.0,2.0,1.0,2.0,35.0,150.12,0.17,5.91,26.48,948.66,0.05,53.38,10,1,3,0,10.0,11.0,20.0,15.0,3.0,False
36084,5.0,1.0,1.0,1.0,12.0,39.86,0.4,2.5,15.95,99.66,0.01,5.54,3,0,0,0,5.0,5.0,7.0,6.0,1.0,False
36085,7.0,2.0,1.0,2.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,5,0,0,0,5.0,3.0,5.0,3.0,3.0,False
36086,9.0,2.0,1.0,1.0,21.0,79.95,0.19,5.33,14.99,479.73,0.03,26.65,7,0,0,0,8.0,7.0,11.0,8.0,3.0,False
36087,12.0,2.0,1.0,2.0,14.0,41.36,0.17,6.0,6.89,258.12,0.01,14.34,9,0,1,0,6.0,2.0,10.0,4.0,3.0,False
36088,54.0,7.0,6.0,6.0,128.0,690.22,0.05,21.65,32.74,14549.77,0.23,808.34,35,9,4,2,17.0,23.0,84.0,51.0,13.0,True
36089,23.0,2.0,1.0,2.0,65.0,292.56,0.1,9.56,32.04,2660.73,0.1,147.63,14,2,6,0,13.0,16.0,36.0,23.0,3.0,False
36090,87.0,10.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,True
36091,12.0,3.0,3.0,1.0,30.0,114.22,0.11,9.17,11.95,1101.25,0.04,61.18,11,0,1,0,10.0,6.0,19.0,11.0,5.0,False
36092,8.0,1.0,1.0,1.0,22.0,85.95,0.15,6.67,11.99,642.1,0.03,35.67,6,0,0,0,6.0,3.0,14.0,8.0,1.0,False
36093,17.0,5.0,5.0,1.0,55.0,250.0,0.05,18.67,13.33,4786.0,0.08,265.89,14,0,1,0,17.0,9.0,35.0,16.0,9.0,False
36094,69.0,6.0,1.0,5.0,200.0,1134.42,0.04,27.65,38.62,27513.65,0.38,1528.54,50,7,9,5,22.0,23.0,117.0,75.0,11.0,False
36095,10.0,3.0,1.0,2.0,27.0,112.59,0.13,7.5,15.01,844.41,0.04,46.91,6,0,2,0,10.0,8.0,17.0,10.0,5.0,False
36096,14.0,2.0,1.0,2.0,42.0,178.41,0.22,4.5,33.11,1027.13,0.06,57.06,10,0,2,0,7.0,12.0,24.0,18.0,3.0,False
36097,7.0,2.0,1.0,2.0,22.0,83.76,0.21,4.67,16.75,319.72,0.03,17.76,4,0,1,0,7.0,6.0,12.0,8.0,3.0,False
36098,44.0,8.0,1.0,8.0,126.0,695.97,0.04,25.22,28.32,15363.84,0.23,853.55,38,0,5,0,21.0,23.0,79.0,51.0,15.0,True
36099,39.0,5.0,1.0,5.0,111.0,578.25,0.05,19.95,28.15,12130.27,0.19,618.24,26,0,8,0,18.0,20.0,68.0,43.0,9.0,False
36100,18.0,3.0,1.0,2.0,53.0,254.79,0.09,11.5,22.07,2918.97,0.08,162.17,11,0,5,1,14.0,13.0,32.0,23.0,5.0,False
36101,7.0,1.0,1.0,1.0,10.0,31.7,0.33,3.0,10.57,95.1,0.01,5.28,4,0,1,0,6.0,3.0,7.0,3.0,1.0,False
36102,20.0,2.0,1.0,2.0,67.0,315.77,0.17,5.85,55.21,1897.32,0.11,105.41,16,0,2,0,11.0,20.0,46.0,21.0,3.0,True
36103,24.0,4.0,1.0,4.0,67.0,322.09,0.07,14.62,22.33,4959.03,0.11,275.98,18,0,5,0,14.0,13.0,44.0,23.0,7.0,False
36104,12.0,3.0,3.0,1.0,30.0,125.1,0.11,9.43,12.51,1177.29,0.04,65.4,9,0,1,0,11.0,7.0,18.0,12.0,5.0,False
36105,21.0,4.0,1.0,4.0,50.0,235.02,0.21,4.76,55.21,1148.47,0.08,63.8,18,0,1,0,9.0,25.0,28.0,22.0,7.0,False
36106,14.0,3.0,1.0,3.0,41.0,185.47,0.1,9.78,19.12,1861.37,0.06,103.41,10,0,2,0,11.0,9.0,22.0,20.0,5.0,False
36107,35.0,8.0,8.0,5.0,106.0,495.42,0.06,16.29,31.39,8830.93,0.17,490.61,31,0,2,0,14.0,16.0,68.0,38.0,15.0,False
36108,76.0,14.0,1.0,13.0,235.0,1312.47,0.02,40.83,32.14,53592.37,0.44,2977.35,59,0,12,0,21.0,27.0,130.0,105.0,25.0,False
36109,17.0,3.0,1.0,2.0,49.0,211.77,0.12,8.18,25.88,1732.7,0.07,96.26,13,0,2,0,9.0,11.0,29.0,20.0,5.0,False
36110,8.0,1.0,1.0,1.0,21.0,77.71,0.18,5.6,13.69,418.81,0.03,23.27,6,0,0,0,8.0,5.0,14.0,7.0,1.0,False
36111,15.0,2.0,1.0,2.0,29.0,120.93,0.14,7.07,16.65,720.66,0.04,40.04,11,0,0,0,11.0,5.0,20.0,9.0,3.0,False
36112,11.0,5.0,5.0,2.0,34.0,151.62,0.09,10.89,13.79,1761.72,0.05,97.87,7,0,2,0,14.0,9.0,20.0,14.0,9.0,True
36113,113.0,28.0,24.0,15.0,402.0,2480.06,0.02,43.55,58.74,100924.41,0.83,5606.91,96,0,11,0,29.0,46.0,255.0,157.0,55.0,True
36114,9.0,2.0,1.0,1.0,21.0,84.0,0.21,4.67,18.6,365.67,0.03,20.31,7,0,0,0,7.0,7.0,13.0,8.0,3.0,False
36115,32.0,3.0,1.0,2.0,100.0,480.74,0.09,11.56,41.52,5265.77,0.16,292.54,23,3,4,0,15.0,24.0,62.0,38.0,5.0,False
36116,21.0,3.0,1.0,3.0,47.0,209.59,0.12,8.08,24.11,1658.45,0.07,92.59,16,0,3,0,10.0,13.0,26.0,21.0,5.0,False
36117,134.0,9.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,17.0,True
36118,108.0,10.0,1.0,9.0,262.0,1528.22,0.03,36.72,41.62,56114.22,0.51,3117.46,58,27,12,1,25.0,32.0,168.0,94.0,18.0,False
36119,12.0,2.0,1.0,2.0,29.0,118.54,0.2,5.09,25.28,592.96,0.04,32.94,8,0,2,0,8.0,11.0,15.0,14.0,3.0,False
36120,18.0,4.0,3.0,2.0,32.0,140.55,0.1,10.5,14.93,1430.64,0.05,79.48,13,1,2,0,14.0,8.0,21.0,12.0,7.0,False
36121,89.0,9.0,7.0,5.0,263.0,1594.86,0.04,24.9,46.51,42742.56,0.53,2374.59,59,11,11,14,21.0,30.0,138.0,115.0,17.0,True
36122,14.0,3.0,3.0,1.0,26.0,108.42,0.1,10.0,10.84,1084.18,0.04,60.23,10,0,2,0,10.0,6.0,17.0,10.0,5.0,False
36123,24.0,5.0,5.0,2.0,48.0,214.05,0.1,10.5,18.97,2104.1,0.07,116.89,11,4,3,0,14.0,10.0,28.0,18.0,9.0,True
36124,13.0,2.0,1.0,2.0,34.0,146.95,0.16,6.14,23.79,931.62,0.05,51.76,8,0,3,0,11.0,11.0,18.0,15.0,3.0,False
36125,15.0,3.0,3.0,2.0,38.0,166.91,0.12,8.45,18.88,1351.93,0.06,75.11,10,0,3,0,13.0,10.0,23.0,15.0,5.0,False
36126,23.0,3.0,1.0,3.0,40.0,169.92,0.18,5.5,25.88,842.51,0.06,46.81,17,0,1,0,6.0,9.0,23.0,17.0,5.0,False
36127,11.0,2.0,1.0,2.0,24.0,96.0,0.13,7.5,12.69,729.74,0.03,40.54,8,0,1,0,9.0,6.0,14.0,10.0,3.0,False
36128,8.0,1.0,1.0,1.0,25.0,106.2,0.24,4.09,26.28,463.41,0.03,25.75,5,0,1,0,7.0,11.0,14.0,11.0,1.0,False
36129,13.0,2.0,1.0,2.0,33.0,165.0,0.13,7.8,18.4,1154.99,0.05,64.17,8,0,2,0,12.0,10.0,23.0,13.0,3.0,False
36130,15.0,2.0,1.0,2.0,41.0,187.98,0.11,9.0,19.73,1511.1,0.06,83.97,9,1,2,0,12.0,10.0,24.0,15.0,3.0,False
36131,29.0,8.0,5.0,3.0,100.0,510.09,0.06,15.65,32.83,7948.87,0.17,441.6,21,1,4,0,15.0,22.0,57.0,43.0,15.0,False
36132,7.0,2.0,1.0,2.0,18.0,66.61,0.33,3.0,16.3,271.98,0.02,15.11,5,0,0,0,6.0,6.0,10.0,8.0,3.0,False
36133,8.0,4.0,4.0,2.0,25.0,98.99,0.18,5.63,16.49,660.52,0.03,36.7,5,0,1,0,9.0,6.0,16.0,7.0,7.0,False
36134,7.0,1.0,1.0,1.0,14.0,46.51,0.4,2.5,15.6,121.08,0.02,6.73,4,0,1,0,5.0,5.0,8.0,6.0,1.0,False
36135,11.0,2.0,1.0,2.0,35.0,153.73,0.17,5.91,26.64,676.67,0.05,37.59,8,0,1,0,7.0,11.0,19.0,16.0,3.0,False
36136,56.0,3.0,1.0,2.0,189.0,1082.58,0.05,18.24,58.69,22176.65,0.36,1232.37,39,6,8,0,15.0,37.0,110.0,83.0,5.0,False
36137,79.0,9.0,9.0,5.0,194.0,977.55,0.05,22.19,42.72,21247.32,0.33,1180.41,51,14,11,0,20.0,29.0,98.0,81.0,17.0,True
36138,57.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,True
36139,55.0,4.0,1.0,4.0,179.0,988.53,0.05,19.31,50.93,16167.89,0.33,898.22,42,0,13,0,17.0,31.0,109.0,70.0,7.0,False
36140,30.0,3.0,1.0,3.0,88.0,418.68,0.05,20.53,19.49,8841.53,0.14,492.38,25,0,3,0,15.0,12.0,51.0,31.0,5.0,False
36141,8.0,1.0,1.0,1.0,25.0,97.67,0.21,4.81,20.3,470.05,0.03,26.11,6,0,0,0,7.0,9.0,14.0,11.0,1.0,False
36142,47.0,2.0,1.0,1.0,184.0,1043.45,0.07,13.87,60.46,14115.6,0.35,784.2,38,0,7,0,17.0,31.0,109.0,67.0,3.0,True
36143,29.0,3.0,1.0,3.0,87.0,483.25,0.05,22.1,20.9,9305.42,0.16,516.97,22,0,3,0,22.0,15.0,54.0,33.0,5.0,False
36144,21.0,3.0,1.0,2.0,49.0,224.66,0.11,9.45,21.16,2129.55,0.07,117.51,16,0,3,0,10.0,11.0,29.0,20.0,5.0,False
36145,70.0,7.0,5.0,5.0,217.0,1205.35,0.02,44.82,26.51,60805.05,0.4,3378.06,39,9,6,0,23.0,25.0,121.0,97.0,13.0,False
36146,38.0,8.0,4.0,6.0,212.0,1196.5,0.03,28.29,40.33,37215.05,0.4,2067.62,35,0,3,0,16.0,21.0,121.0,92.0,15.0,False
36147,37.0,14.0,14.0,13.0,160.0,845.66,0.04,28.57,31.5,20906.91,0.27,1161.49,24,4,8,1,15.0,21.0,92.0,64.0,27.0,False
36148,35.0,4.0,1.0,3.0,120.0,656.58,0.05,21.48,30.57,13103.56,0.22,727.98,21,11,2,0,14.0,17.0,76.0,44.0,7.0,False
36149,22.0,2.0,1.0,2.0,50.0,229.25,0.16,6.29,34.21,1393.82,0.08,77.43,17,0,3,0,9.0,14.0,31.0,19.0,3.0,False
36150,8.0,1.0,1.0,1.0,25.0,81.41,0.21,4.81,24.11,328.28,0.03,18.24,5,0,1,0,7.0,8.0,14.0,11.0,1.0,False
36151,8.0,1.0,1.0,1.0,25.0,100.0,0.17,5.79,17.28,650.57,0.03,36.14,6,0,0,0,9.0,8.0,15.0,10.0,1.0,True
36152,14.0,2.0,1.0,2.0,38.0,178.62,0.1,9.55,17.29,1650.59,0.06,91.7,10,0,2,0,12.0,11.0,23.0,15.0,3.0,False
36153,8.0,2.0,1.0,2.0,23.0,85.11,0.21,4.71,18.23,345.37,0.03,19.19,6,0,0,0,8.0,7.0,15.0,8.0,3.0,True
36154,19.0,2.0,1.0,2.0,60.0,240.0,0.08,13.33,18.0,3324.21,0.08,184.67,16,0,3,0,12.0,12.0,30.0,26.0,3.0,False
36155,12.0,1.0,1.0,1.0,27.0,110.36,0.15,6.5,19.08,807.02,0.04,44.83,5,0,3,0,7.0,7.0,16.0,13.0,1.0,False
36156,39.0,6.0,1.0,4.0,102.0,523.19,0.05,21.15,23.11,10050.72,0.17,558.37,30,0,6,0,16.0,17.0,59.0,43.0,11.0,False
36157,22.0,2.0,1.0,2.0,54.0,244.27,0.13,7.62,31.53,2127.22,0.08,118.18,13,0,4,1,8.0,13.0,32.0,22.0,3.0,False
36158,7.0,2.0,1.0,2.0,15.0,51.89,0.29,3.5,14.41,187.33,0.02,10.41,4,0,1,0,7.0,5.0,10.0,5.0,3.0,False
36159,20.0,5.0,1.0,1.0,73.0,325.71,0.05,19.8,16.2,7697.19,0.11,427.62,15,0,3,0,18.0,10.0,47.0,24.0,9.0,False
36160,17.0,2.0,1.0,1.0,31.0,121.11,0.11,8.71,12.38,1011.65,0.04,56.64,8,4,3,0,11.0,7.0,19.0,12.0,3.0,False
36161,95.0,16.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31.0,False
36162,55.0,3.0,1.0,3.0,235.0,1253.47,0.03,33.19,38.19,43166.62,0.42,2453.37,37,6,8,0,25.0,32.0,125.0,80.0,5.0,True
36163,58.0,11.0,6.0,3.0,144.0,786.16,0.04,23.15,32.81,17909.3,0.26,994.96,46,0,3,0,20.0,23.0,86.0,60.0,21.0,False
36164,34.0,2.0,1.0,2.0,89.0,463.78,0.09,11.23,42.73,5115.02,0.15,284.17,26,1,3,0,12.0,22.0,52.0,39.0,3.0,False
36165,91.0,14.0,1.0,6.0,352.0,2262.88,0.02,40.83,61.94,100779.84,0.75,5606.91,84,2,6,0,19.0,37.0,219.0,143.0,27.0,True
36166,26.0,5.0,1.0,2.0,57.0,267.93,0.1,10.5,27.58,2985.45,0.09,165.86,13,1,5,0,12.0,15.0,31.0,24.0,6.0,False
36167,11.0,1.0,1.0,1.0,29.0,118.54,0.16,6.11,21.59,733.42,0.04,40.75,7,0,2,0,10.0,9.0,16.0,11.0,1.0,True
36168,68.0,21.0,1.0,19.0,321.0,1878.44,0.03,31.28,59.84,62666.87,0.63,3481.49,59,0,9,0,19.0,42.0,203.0,134.0,35.0,False
36169,18.0,6.0,6.0,3.0,95.0,453.22,0.05,20.63,21.05,8160.62,0.15,453.15,14,0,2,0,18.0,16.0,51.0,39.0,11.0,True
36170,116.0,24.0,7.0,10.0,361.0,2301.39,0.02,54.86,45.97,131696.35,0.77,7316.46,91,6,12,0,30.0,53.0,219.0,142.0,47.0,True
36171,48.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,True
36172,15.0,1.0,1.0,1.0,41.0,167.59,0.1,10.0,17.86,1592.51,0.06,88.47,7,0,3,1,10.0,7.0,26.0,15.0,1.0,False
36173,16.0,3.0,1.0,3.0,67.0,307.19,0.09,11.0,27.93,3379.12,0.1,187.73,13,0,0,1,12.0,14.0,41.0,26.0,5.0,False
36174,12.0,3.0,1.0,3.0,32.0,125.02,0.12,8.56,14.65,1072.32,0.04,59.57,9,0,1,0,11.0,9.0,15.0,15.0,5.0,False
36175,15.0,3.0,1.0,2.0,33.0,129.66,0.14,7.2,17.63,1103.71,0.04,61.32,10,0,3,0,9.0,10.0,17.0,16.0,5.0,True
36176,80.0,15.0,12.0,12.0,272.0,1392.68,0.03,29.5,47.41,52898.93,0.46,2938.83,64,16,19,9,21.0,24.0,170.0,94.0,29.0,True
36177,22.0,2.0,1.0,2.0,53.0,236.35,0.1,10.08,23.79,2623.67,0.08,145.25,15,0,5,0,11.0,11.0,32.0,22.0,3.0,True
36178,24.0,2.0,1.0,2.0,37.0,167.37,0.23,4.27,39.23,714.12,0.05,39.67,10,0,3,4,8.0,15.0,21.0,16.0,3.0,False
36179,223.0,28.0,14.0,23.0,1104.0,7387.77,0.01,71.06,92.16,393196.14,2.29,21844.23,189,7,29,0,27.0,86.0,673.0,445.0,55.0,True
36180,12.0,1.0,1.0,1.0,31.0,131.69,0.23,4.27,29.22,624.38,0.04,34.69,8,0,2,0,8.0,11.0,16.0,14.0,1.0,False
36181,9.0,2.0,1.0,2.0,14.0,36.54,0.2,4.9,11.31,271.29,0.01,15.07,6,0,1,0,7.0,4.0,8.0,6.0,3.0,False
36182,13.0,1.0,1.0,1.0,41.0,158.46,0.15,6.55,24.67,1076.02,0.05,59.78,8,0,3,0,7.0,11.0,22.0,19.0,1.0,False
36183,53.0,5.0,1.0,3.0,145.0,691.12,0.05,20.8,36.86,15071.64,0.23,837.2,36,7,7,2,18.0,23.0,83.0,42.0,9.0,False
36184,4.0,2.0,1.0,2.0,18.0,73.57,0.2,5.0,14.95,331.08,0.02,18.39,2,0,0,0,9.0,8.0,10.0,8.0,3.0,False
36185,5.0,1.0,1.0,1.0,16.0,53.15,0.33,3.0,14.0,117.0,0.02,6.5,3,0,0,0,4.0,7.0,9.0,7.0,1.0,False
36186,32.0,4.0,4.0,4.0,69.0,341.84,0.08,13.2,25.2,4565.79,0.11,253.65,22,2,3,0,16.0,15.0,41.0,26.0,7.0,False
36187,88.0,16.0,11.0,10.0,309.0,1908.0,0.03,33.89,52.53,59167.37,0.64,3287.08,71,1,18,1,27.0,46.0,177.0,132.0,31.0,True
36188,4.0,1.0,1.0,1.0,7.0,39.86,0.4,2.5,15.95,99.66,0.01,5.54,2,0,0,0,5.0,5.0,5.0,5.0,1.0,False
36189,12.0,2.0,1.0,2.0,49.0,218.22,0.13,7.62,26.15,1851.83,0.07,102.88,9,0,1,0,12.0,13.0,31.0,18.0,3.0,False
36190,15.0,2.0,1.0,1.0,23.0,87.57,0.22,4.5,18.76,440.34,0.03,24.46,10,0,1,0,9.0,8.0,13.0,8.0,3.0,False
36191,134.0,17.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,False
36192,15.0,2.0,1.0,2.0,27.0,112.59,0.16,6.29,18.56,711.28,0.04,39.52,9,1,2,0,8.0,9.0,16.0,11.0,3.0,False
36193,12.0,2.0,1.0,2.0,29.0,129.32,0.16,6.29,19.93,711.73,0.04,39.54,8,0,2,0,8.0,7.0,18.0,11.0,3.0,True
36194,23.0,6.0,1.0,5.0,85.0,446.07,0.06,15.81,27.05,7000.72,0.15,388.93,18,0,1,0,14.0,16.0,44.0,43.0,11.0,False
36195,15.0,1.0,1.0,1.0,32.0,130.8,0.24,4.09,31.97,535.09,0.05,29.73,10,4,1,0,6.0,11.0,17.0,15.0,1.0,False
36196,24.0,3.0,1.0,3.0,72.0,356.7,0.08,12.53,29.53,4451.53,0.12,247.31,19,0,3,0,13.0,15.0,45.0,27.0,5.0,False
36197,11.0,2.0,1.0,1.0,22.0,88.0,0.17,6.0,16.5,558.13,0.03,31.01,8,0,1,0,10.0,6.0,15.0,8.0,3.0,False
